"word","p1","p1_estimate","p2","p2_estimate","p3","p3_estimate"
"amber","nectar",0.1,"west",0.1,"takes",0.1
"transformed","it",0.1,"by",0.1,"from",0.1
"disturbing","dreams",0.1,"things",0.1,"teams",0.1
"alert","you",0.1,"doesn't",0.1,"beef",0.1
"dang","more",0.1,"weave",0.1,"it",0.1
"goofy","they're",0.1,"and",0.1,"the",0.1
"fear","of",0.433333333,"to",0.1,"the",0.02340971
"steal","points",0.1,"i",0.1,"drugs",0.1
"journalism","side",0.1,"this",0.1,"website",0.1
"olympics","@karenvtavares",0.1,"died",0.1,"including",0.1
"conclusions","attorneys",0.1,"before",0.1,"in",0.1
"mandela","education",0.1,"were",0.1,"addressed",0.1
"prize","winner",0.1,"congratulations",0.1,"this",0.1
"uncle","referring",0.1,"is",0.1,"celebrated",0.1
"iowa","and",0.433333333,"chairman",0.1,"the",0.02284866
"china's","billion",0.1,"carbon",0.1,"best",0.1
"argue","bluntly",0.1,"that",0.1,"this",0.1
"saves","the",0.433333333,"money",0.1,"to",0.01364145
"whiteboard","check",0.1,"i",0.1,"membership",0.1
"mtg","rm",0.1,"all",0.1,"tonight",0.1
"accompanied","the",0.1,"it",0.1,"by",0.1
"nuclear","power",0.1,"waste",0.1,"program",0.1
"shortage","of",0.766666667,"the",0.01137273,"to",0.00662082
"caps","today",0.1,"pension",0.1,"in",0.1
"publish","details",0.1,"any",0.1,"six",0.1
"viruses","publishers",0.1,"creativity",0.1,"are",0.1
"lisa","bonet",0.1,"a",0.1,"documents",0.1
"kale","cremini",0.1,"coconut",0.1,"charydczak",0.1
"mushrooms","jt",0.1,"zucchini",0.1,"their",0.1
"murdered","clarinets",0.1,"okay",0.1,"example",0.1
"contracts","now",0.1,"hazardous",0.1,"invest",0.1
"embody","the",0.433333333,"a",0.1,"to",0.01398237
"lewis","pulled",0.1,"explains",0.1,"cleans",0.1
"brian","o'neill",0.1,"eno",0.1,"and",0.1
"o'neill","was",0.1,"is",0.1,"d",0.1
"aware","of",0.433333333,"that",0.1,"the",0.02300219
"uses","#advocare",0.1,"one",0.1,"their",0.1
"feedback","suggestions",0.1,"from",0.1,"or",0.1
"suggestions","tips",0.1,"on",0.1,"of",0.1
"handsome","larceny",0.1,"smart",0.1,"xoxo",0.1
"vampire","spawn",0.1,"only",0.1,"a",0.1
"gathered","together",0.1,"at",0.1,"pace",0.1
"wave","seemingly",0.1,"their",0.1,"or",0.1
"concluded","#cody",0.1,"there",0.1,"that",0.1
"folk","out",0.1,"like",0.1,"festival",0.1
"addressing","from",0.1,"a",0.1,"any",0.1
"fairly","coherent",0.1,"well",0.1,"steady",0.1
"revamp","about",0.1,"of",0.1,"its",0.1
"chances","of",0.433333333,"we",0.1,"the",0.02284935
"4-inch","dice",0.1,"ah",0.1,"2-inch",0.1
"dice","about",0.1,"two",0.1,"of",0.1
"presented","me",0.1,"a",0.1,"as",0.1
"heh","he",0.1,"naked",0.1,"my",0.1
"covers","you",0.1,"of",0.1,"many",0.1
"blank","club",0.1,"period",0.1,"share",0.1
"methods","that",0.1,"doesn't",0.1,"to",0.1
"inevitable","result",0.1,"i",0.1,"as",0.1
"ethnic","metamorphosis",0.1,"aisles",0.1,"cleansing",0.1
"accusations","of",0.433333333,"from",0.1,"the",0.02283577
"racial","numbers",0.1,"tensions",0.1,"profiling",0.1
"independence","and",0.1,"on",0.1,"day",0.1
"warmth","and",0.433333333,"to",0.1,"the",0.02351806
"peel","#glad",0.1,"of",0.1,"and",0.1
"sparked","racial",0.1,"a",0.1,"by",0.1
"affect","small",0.1,"our",0.1,"on",0.1
"false","public",0.1,"security",0.1,"i",0.1
"positions","that",0.1,"regarding",0.1,"raises",0.1
"ups","to",0.1,"the",0.1,"driver",0.1
"gibson","my",0.1,"era",0.1,"is",0.1
"failed","eating",0.1,"eight",0.1,"to",0.1
"wrestling","ahead",0.1,"tournaments",0.1,"is",0.1
"prob","thanks",0.1,"b",0.1,"anytime",0.1
"violet","is",0.1,"but",0.1,"weston",0.1
"tha","snooze",0.1,"dark",0.1,"lite",0.1
"pledge","to",0.1,"i",0.1,"not",0.1
"spoken","to",0.433333333,"it",0.1,"the",0.02315899
"spirits","at",0.1,"would",0.1,"they",0.1
"eugene","earlier",0.1,"sporting",0.1,"jerome",0.1
"hundred","people",0.1,"pics",0.1,"years",0.1
"circle","not",0.1,"and",0.1,"if",0.1
"stole","the",0.1,"bases",0.1,"my",0.1
"reuters","jack",0.1,"on",0.1,"news",0.1
"topped","the",0.1,"last",0.1,"with",0.1
"canada","and",0.1,"what",0.1,"in",0.1
"tends","to",0.433333333,"toward",0.1,"the",0.02294165
"chatting","as",0.1,"with",0.1,"and",0.1
"provides","a",0.433333333,"for",0.1,"the",0.02309644
"distributed","outright",0.1,"by",0.1,"all",0.1
"assuming","that",0.433333333,"your",0.1,"the",0.02262601
"pros","and",0.1,"time",0.1,"at",0.1
"moll","can",0.1,"and",0.1,"is",0.1
"scraps","of",0.433333333,"to",0.1,"the",0.02340971
"clubhouse","confidential",0.1,"to",0.1,"doing",0.1
"challenging","for",0.1,"both",0.1,"we",0.1
"blues","horizon",0.1,"alley",0.1,"setting",0.1
"shame","civil",0.1,"congrats",0.1,"on",0.1
"lemon","size",0.1,"drop",0.1,"by",0.1
"trick","is",0.1,"seniors",0.1,"since",0.1
"reserve","your",0.1,"#whatiwantthissummer",0.1,"daequan",0.1
"bean","bc",0.1,"pot",0.1,"miss",0.1
"tournaments","according",0.1,"dike",0.1,"handicap",0.1
"homosexual","incest",0.433333333,"he",0.1,"the",0.02241297
"incest","are",0.1,"either",0.1,"hip",0.1
"gained","substance",0.1,"some",0.1,"a",0.1
"edition","complete",0.1,"of",0.1,"rt",0.1
"freestyle","abbenhaus",0.1,"and",0.1,"leg",0.1
"cardio","to",0.1,"work",0.1,"hard",0.1
"ballpark","and",0.1,"but",0.1,"sported",0.1
"rookies","couldn't",0.1,"on",0.1,"their",0.1
"represents","the",0.433333333,"your",0.1,"to",0.01368362
"tribe","is",0.433333333,"home",0.1,"the",0.02257079
"stated","that",0.433333333,"he",0.1,"the",0.02266153
"asks","for",0.1,"where",0.1,"customers",0.1
"ruling","feb",0.1,"people",0.1,"in",0.1
"responding","to",0.433333333,"with",0.1,"the",0.02311151
"heavenly","ice",0.1,"in",0.1,"father",0.1
"columbia","turnpike",0.1,"today",0.1,"md",0.1
"intense","strawberry",0.1,"it",0.1,"perfume",0.1
"cavs","who",0.1,"said",0.1,"including",0.1
"lengths","to",0.1,"people",0.1,"of",0.1
"scholarship","two",0.1,"girl",0.1,"money",0.1
"highlight","tape",0.1,"our",0.1,"#hr",0.1
"polish","on",0.1,"nightmare",0.1,"all",0.1
"mainly","just",0.1,"because",0.1,"of",0.1
"flashing","lights",0.1,"beacons",0.1,"stars",0.1
"scientist","exchange",0.1,"start",0.1,"who",0.1
"invisible","head",0.1,"to",0.1,"lines",0.1
"statistics","agreed",0.1,"unless",0.1,"ranging",0.1
"mere","greyhound",0.1,"years",0.1,"percent",0.1
"appeal","to",0.433333333,"and",0.1,"the",0.02351806
"conduct","of",0.1,"and",0.1,"the",0.1
"canadians","join",0.1,"to",0.1,"get",0.1
"br","line",0.1,"message",0.1,"in",0.1
"stewart","carry",0.1,"is",0.1,"on",0.1
"trading","price",0.1,"for",0.1,"which",0.1
"revealed","as",0.1,"a",0.1,"no",0.1
"combination","of",0.1,"if",0.1,"pizza",0.1
"team's","defensive",0.1,"sorry",0.1,"big",0.1
"minnesota","vikings",0.1,"isn't",0.1,"agrees",0.1
"middlesex","county",0.1,"street",0.1,"borough",0.1
"bend","in",0.1,"transportation",0.1,"over",0.1
"surprising","turns",0.1,"passion",0.1,"when",0.1
"seniors","we",0.1,"into",0.1,"students",0.1
"facilities","in",0.1,"as",0.1,"or",0.1
"nations","wanted",0.1,"health",0.1,"rich",0.1
"expires","in",0.1,"at",0.1,"honestly",0.1
"locked","out",0.1,"me",0.1,"in",0.1
"shorts","they're",0.1,"i",0.1,"enthusiast",0.1
"expecting","to",0.1,"you",0.1,"obscurity",0.1
"confirm","the",0.433333333,"to",0.1,"and",0.01207268
"financing","plans",0.1,"after",0.1,"we",0.1
"strap","is",0.1,"kenzie",0.1,"with",0.1
"fat","and",0.1,"no",0.1,"sweet",0.1
"suite","class",0.1,"phoenix",0.1,"throughout",0.1
"unfair","are",0.1,"trade",0.1,"its",0.1
"adorable","personal",0.1,"he",0.1,"3-year-old",0.1
"dolls","as",0.1,"disney",0.1,"and",0.1
"delete","the",0.1,"in",0.1,"this",0.1
"path","bulk",0.1,"way",0.1,"grasshopper",0.1
"wed","drawing",0.1,"special",0.1,"is",0.1
"resolution","of",0.1,"is",0.1,"thursday",0.1
"prefer","to",0.433333333,"that",0.1,"the",0.02320072
"kiss","my",0.1,"that",0.1,"tribute",0.1
"floating","and",0.1,"around",0.1,"worg",0.1
"dolphin","become",0.1,"guarantee",0.1,"tale",0.1
"guarantee","that",0.766666667,"the",0.01127406,"to",0.00656338
"mosque","at",0.1,"is",0.1,"he",0.1
"cuba","petrella",0.1,"to",0.1,"as",0.1
"wonders","with",0.1,"about",0.1,"of",0.1
"indicate","the",0.433333333,"improvement",0.1,"to",0.01363539
"claimed","he",0.433333333,"she",0.1,"the",0.02246318
"toss","your",0.1,"the",0.1,"with",0.1
"re","social",0.1,"brighton's",0.1,"finding",0.1
"existence","mostly",0.1,"which",0.1,"and",0.1
"shortly","after",0.766666667,"the",0.01116265,"to",0.00649852
"bacon","for",0.1,"we",0.1,"wine",0.1
"volume","according",0.1,"and",0.1,"we're",0.1
"questioning","the",0.1,"her",0.1,"every",0.1
"sending","john",0.1,"people",0.1,"that",0.1
"edwards","to",0.1,"colleen",0.1,"who",0.1
"crimes","were",0.1,"in",0.1,"and",0.1
"guilty","of",0.433333333,"in",0.1,"the",0.02311364
"smiled","at",0.1,"and",0.1,"eddie",0.1
"timeline","set",0.1,"is",0.1,"so",0.1
"rip","brittany",0.1,"me",0.1,"from",0.1
"advisor","romney",0.1,"client",0.1,"can",0.1
"rotary","he'd",0.1,"international",0.1,"saw",0.1
"trumpet","with",0.1,"the",0.1,"player",0.1
"singing","with",0.1,"some",0.1,"of",0.1
"workshop","last",0.1,"at",0.1,"on",0.1
"identified","educate",0.1,"had",0.1,"him",0.1
"wrongly","assume",0.1,"davids",0.1,"portrayed",0.1
"experts","are",0.1,"who",0.1,"say",0.1
"combine","last",0.1,"beans",0.1,"it",0.1
"notes","the",0.1,"it's",0.1,"all",0.1
"pet","smart",0.1,"her",0.1,"bug",0.1
"spa","with",0.1,"extra",0.1,"on",0.1
"performing","at",0.433333333,"as",0.1,"the",0.02254385
"colorful","carp",0.1,"metaphor",0.1,"and",0.1
"battles","will",0.1,"and",0.1,"itll",0.1
"enemies","will",0.1,"the",0.1,"just",0.1
"strict","training",0.1,"sense",0.1,"limits",0.1
"eager","to",0.766666667,"the",0.01146978,"and",0.00573961
"junior","year",0.1,"scored",0.1,"emily",0.1
"discuss","this",0.1,"his",0.1,"sustrans",0.1
"judy","doesschate",0.1,"nadler",0.1,"garland",0.1
"holders","who",0.1,"that",0.1,"bring",0.1
"grew","the",0.1,"tired",0.1,"up",0.1
"british","market",0.1,"population",0.1,"global",0.1
"cent","of",0.1,"compared",0.1,"in",0.1
"churches","today",0.1,"parish",0.1,"and",0.1
"scares","me",0.433333333,"everyone",0.1,"the",0.02238795
"active","living",0.433333333,"labour",0.1,"the",0.02230685
"bearing","fruit",0.1,"improvements",0.1,"more",0.1
"dollar","business",0.1,"dog",0.1,"bluray",0.1
"one's","self",0.1,"can",0.1,"arguments",0.1
"cornmeal","i",0.1,"from",0.1,"such",0.1
"vehicle","was",0.1,"manufacturers",0.1,"commission",0.1
"duke","right",0.1,"as",0.1,"blue",0.1
"elaine","ark",0.1,"makatura",0.1,"benes",0.1
"toronto","and",0.1,"institute",0.1,"festival",0.1
"athens","fighting",0.1,"decided",0.1,"greece",0.1
"liberty","restoring",0.1,"home",0.1,"herself",0.1
"standards","what",0.1,"and",0.1,"giant",0.1
"tweeps","#staceyq",0.1,"dry",0.1,"then",0.1
"blah","blah",0.433333333,"this",0.1,"the",0.02242628
"primary","season",0.1,"energy",0.1,"fuel",0.1
"mills","to",0.1,"said",0.1,"lmao",0.1
"salad","is",0.1,"meatloaf",0.1,"cut",0.1
"meets","get",0.1,"the",0.1,"when",0.1
"bday","too",0.1,"wishes",0.1,"jordy",0.1
"carrying","the",0.1,"you",0.1,"high-powered",0.1
"torque","pound-feet",0.1,"dewalt",0.1,"impact",0.1
"associated","press",0.433333333,"with",0.1,"the",0.02246763
"genius","you",0.1,"the",0.1,"i",0.1
"burns","through",0.1,"so",0.1,"pfeiffer",0.1
"disabled","wild",0.1,"list",0.1,"reach",0.1
"ranch","and",0.1,"is",0.1,"hands",0.1
"boost","with",0.1,"fuel",0.1,"for",0.1
"checking","out",0.433333333,"account",0.1,"the",0.02236673
"cops","my",0.1,"son",0.1,"spoke",0.1
"noon","to",0.1,"meet",0.1,"city",0.1
"layers","of",0.766666667,"the",0.01137273,"to",0.00662082
"ribbon","and",0.1,"adhered",0.1,"matches",0.1
"bow","a",0.1,"by",0.1,"design",0.1
"sentiment","and",0.1,"survey",0.1,"is",0.1
"adhered","to",0.433333333,"it",0.1,"the",0.02315899
"toothpaste","contributes",0.1,"deliberately",0.1,"holds",0.1
"holds","approximately",0.1,"out",0.1,"it",0.1
"lsu","i",0.433333333,"cornerback",0.1,"the",0.02265224
"receiver","justin",0.1,"earl",0.1,"speed",0.1
"jeremy","jeffress",0.1,"has",0.1,"and",0.1
"liking","a",0.433333333,"my",0.1,"the",0.02295722
"victims","of",0.433333333,"mother",0.1,"the",0.02274866
"driven","into",0.1,"from",0.1,"by",0.1
"strange","thing",0.1,"huge",0.1,"lands",0.1
"headquarters","in",0.433333333,"where",0.1,"the",0.02267763
"sacramento","some",0.1,"community",0.1,"kevin",0.1
"people's","property",0.1,"candidate",0.1,"mistakes",0.1
"payments","with",0.1,"were",0.1,"for",0.1
"chef","prepares",0.1,"andre",0.1,"chris",0.1
"descending","order",0.433333333,"into",0.1,"the",0.02233807
"equivalent","of",0.433333333,"with",0.1,"the",0.02291451
"shadows","especially",0.1,"flickering",0.1,"my",0.1
"dragon","charmer",0.1,"and",0.1,"boat",0.1
"fairy","tales",0.1,"or",0.1,"tale",0.1
"push","it",0.1,"through",0.1,"the",0.1
"suck","ass",0.1,"dick",0.1,"celebrating",0.1
"rivals","played",0.1,"are",0.1,"seems",0.1
"videos","that",0.433333333,"of",0.1,"the",0.02300219
"boxes","for",0.1,"of",0.1,"any",0.1
"pimples","and",0.1,"okay",0.1,"watching",0.1
"animal","show",0.1,"cruelty",0.1,"on",0.1
"responded","to",0.766666667,"the",0.01146978,"and",0.00573961
"dentist","whenever",0.1,"if",0.1,"in",0.1
"consistently","keeps",0.1,"my",0.1,"delivers",0.1
"map","with",0.433333333,"that",0.1,"the",0.02271423
"gray","minerals",0.1,"m",0.1,"rainbow",0.1
"flavors","of",0.1,"than",0.1,"driftwood",0.1
"rainbow","board",0.1,"lol",0.1,"journey",0.1
"burton","this",0.1,"territory",0.1,"has",0.1
"collins","depp",0.1,"arises",0.1,"not",0.1
"alice","in",0.1,"stood",0.1,"had",0.1
"effects","in",0.1,"on",0.1,"of",0.1
"hunt","for",0.433333333,"down",0.1,"the",0.02256742
"spinning","your",0.1,"around",0.1,"bike",0.1
"villa","and",0.1,"touched",0.1,"asked",0.1
"settings","and",0.1,"the",0.1,"but",0.1
"maintaining","a",0.433333333,"their",0.1,"the",0.02288928
"bitches","just",0.1,"and",0.1,"i",0.1
"worker","maybe",0.1,"safety",0.1,"slums",0.1
"presents","are",0.433333333,"a",0.1,"the",0.02296513
"violated","its",0.1,"procedures",0.1,"any",0.1
"haven","to",0.1,"loutit",0.1,"in",0.1
"michelle","kagari",0.1,"obama",0.1,"hard",0.1
"designing","sites",0.1,"insurance",0.1,"and",0.1
"photoshop","static",0.1,"makes",0.1,"touch",0.1
"definition","of",0.433333333,"solution",0.1,"the",0.02274592
"waking","up",0.433333333,"and",0.1,"the",0.02291729
"ads","and",0.1,"promise",0.1,"or",0.1
"pushing","limits",0.1,"through",0.1,"duel",0.1
"rep","jared",0.1,"dennis",0.1,"dana",0.1
"settlement","the",0.433333333,"date",0.1,"to",0.01363581
"protesters","agreed",0.1,"used",0.1,"and",0.1
"vet","near",0.1,"for",0.1,"clinic",0.1
"congressman","west",0.1,"or",0.1,"who",0.1
"regarding","these",0.1,"cyrus's",0.1,"issues",0.1
"server","programmers",0.1,"serving",0.1,"i",0.1
"majority","of",0.433333333,"than",0.1,"the",0.0227793
"goldman","via",0.1,"estate",0.1,"noted",0.1
"marry","my",0.1,"and",0.1,"he",0.1
"authority","press",0.1,"for",0.1,"on",0.1
"median","home",0.433333333,"price",0.1,"the",0.02232113
"brewers","with",0.1,"to",0.1,"of",0.1
"tent","the",0.1,"which",0.1,"onto",0.1
"sweat","lodge",0.1,"and",0.1,"on",0.1
"terrified","by",0.1,"i",0.1,"classmate",0.1
"prospect","of",0.433333333,"mike",0.1,"the",0.02274866
"opener","they've",0.1,"at",0.1,"this",0.1
"liberal","friend",0.1,"party",0.1,"elites",0.1
"chickens","and",0.1,"yes",0.1,"how",0.1
"reached","out",0.1,"you",0.1,"views.thank",0.1
"four-year","colleges",0.1,"sentence",0.1,"struggle",0.1
"fitness","or",0.1,"tip",0.1,"to",0.1
"impose","significantly",0.1,"safeguards",0.1,"draconian",0.1
"terribly","confused",0.1,"sad",0.1,"that",0.1
"tryna","sell",0.1,"do",0.1,"ruin",0.1
"reviews","and",0.1,"were",0.1,"for",0.1
"watchin","b.e.t",0.1,"behind",0.1,"the",0.1
"ethics","at",0.433333333,"and",0.1,"the",0.02298703
"applied","ethics",0.1,"embossing",0.1,"boss",0.1
"established","candidate",0.1,"and",0.1,"constitutional",0.1
"shown","in",0.433333333,"a",0.1,"the",0.02321355
"samantha","thank",0.1,"condom",0.1,"stosur",0.1
"batch","with",0.1,"was",0.1,"youve",0.1
"lawyer","who",0.433333333,"if",0.1,"the",0.02242006
"magical","on",0.1,"even",0.1,"plants",0.1
"contemporary","existence",0.1,"examples",0.1,"actor",0.1
"repair","dinner",0.1,"business",0.1,"on",0.1
"beverly","center",0.1,"howard",0.1,"wilshire",0.1
"piss","me",0.433333333,"you",0.1,"the",0.02260659
"sxsw","is",0.1,"please",0.1,"and",0.1
"harrington","likes",0.1,"thinks",0.1,"is",0.1
"israel","government",0.1,"won",0.1,"hahaha",0.1
"superior","court",0.1,"performance",0.1,"customer",0.1
"violates","the",0.433333333,"our",0.1,"to",0.01366038
"couples","the",0.1,"park",0.1,"that's",0.1
"turkish","prime",0.1,"pm",0.1,"airlines",0.1
"usa","we",0.1,"you",0.1,"were",0.1
"sgt","pete",0.1,"billy",0.1,"trent",0.1
"simpson","said",0.433333333,"portland",0.1,"the",0.0223749
"bureau","made",0.1,"policies",0.1,"will",0.1
"region","is",0.1,"have",0.1,"as",0.1
"fails","to",0.433333333,"and",0.1,"the",0.02351806
"critics","democratic",0.1,"of",0.1,"at",0.1
"requested","it",0.1,"the",0.1,"anonymity",0.1
"respectively","and",0.433333333,"prohibit",0.1,"the",0.02284797
"obtain","information",0.1,"water",0.1,"written",0.1
"global","impact",0.1,"leader",0.1,"design",0.1
"celebration","last",0.1,"just",0.1,"is",0.1
"upstairs","spirits",0.1,"in",0.1,"is",0.1
"concept","albums",0.1,"to",0.1,"county",0.1
"albums","of",0.1,"and",0.1,"chart",0.1
"newspaper","i",0.1,"publishers",0.1,"artist",0.1
"silence","of",0.1,"im",0.1,"this",0.1
"biotech","companies",0.1,"vc",0.1,"startups",0.1
"finishing","up",0.1,"fifth",0.1,"touches",0.1
"errors","of",0.1,"by",0.1,"why",0.1
"sb","among",0.1,"tiffany",0.1,"sarah",0.1
"illegally","and",0.1,"that",0.1,"disbursed",0.1
"person's","legal",0.1,"actual",0.1,"credibility",0.1
"suggestion","is",0.1,"he",0.1,"that",0.1
"firefighters","hold",0.1,"themselves",0.1,"works",0.1
"part-time","jobs",0.1,"la",0.1,"job",0.1
"firefighter","working",0.1,"calvin",0.1,"memorial",0.1
"elegant","set-up",0.1,"the",0.1,"quote",0.1
"representation","good",0.1,"for",0.1,"of",0.1
"lawrence","hopewell",0.1,"to",0.1,"hajna",0.1
"roads","and",0.433333333,"of",0.1,"the",0.0233141
"complex","in",0.1,"sugar",0.1,"system",0.1
"motorists","to",0.1,"when",0.1,"near",0.1
"dive","face",0.1,"not",0.1,"if",0.1
"century","and",0.1,"mousetrap",0.1,"delirious",0.1
"blogger","picasa",0.1,"meet",0.1,"or",0.1
"bullshit","tomorrow",0.1,"awards",0.1,"call",0.1
"losing","oneself",0.1,"its",0.1,"weight",0.1
"australia","and",0.1,"are",0.1,"we",0.1
"brewed","only",0.1,"specially",0.1,"according",0.1
"purchased","the",0.1,"for",0.1,"on",0.1
"alternative","education",0.1,"reality",0.1,"fuel",0.1
"vegan","cooking",0.1,"night",0.1,"slices",0.1
"donated","top",0.1,"quilt",0.1,"previously",0.1
"cheat","on",0.1,"at",0.1,"and",0.1
"billy","march",0.1,"butterfield",0.1,"ray",0.1
"graham","said",0.433333333,"spanier",0.1,"the",0.0223738
"fought","to",0.433333333,"the",0.1,"and",0.01207268
"fell","asleep",0.1,"had",0.1,"short",0.1
"universe","you",0.1,"really",0.1,"telling",0.1
"addicted","to",0.1,"get",0.1,"googled",0.1
"sealed","delivered",0.1,"so",0.1,"the",0.1
"smoke","curls",0.1,"youre",0.1,"and",0.1
"pristine","white",0.1,"laboratory",0.1,"notepad",0.1
"uniform","causing",0.1,"policy",0.1,"from",0.1
"wraps","its",0.1,"at",0.1,"though",0.1
"downloaded","an",0.1,"the",0.1,"this",0.1
"asian","and",0.1,"in",0.1,"teacher",0.1
"euclid","hospital",0.1,"avenue",0.1,"ave",0.1
"bonuses","2hrs",0.1,"to",0.1,"after",0.1
"shade","and",0.1,"we",0.1,"connection",0.1
"spam","i",0.1,"that's",0.1,"it",0.1
"branches","and",0.1,"in",0.1,"the",0.1
"seeds","in",0.1,"followed",0.1,"has",0.1
"odds","on",0.1,"for",0.1,"premise",0.1
"horn","section",0.1,"this",0.1,"were",0.1
"gosh","o",0.1,"dana",0.1,"i",0.1
"priest","and",0.1,"fr",0.1,"on-board",0.1
"touching","and",0.1,"film",0.1,"to",0.1
"script","is",0.1,"as",0.1,"for",0.1
